str_idx,chunk_id,chunk,processed_chunk
CHAPTER TEN,6,"As seven o'clock drew nearer, Harry left the castle and set off in the dusk toward the Quidditch field. Held never been inside the stadium before. Hundreds of seats were raised in stands around the field so that the spectators were high enough to see what was going on. At either end of the field were three golden poles with hoops on the end. They reminded Harry of the little plastic sticks Muggle

children blew bubbles through, except that they were fifty feet high.

Too eager to fly again to wait for Wood, Harry mounted his broomstick and kicked off from the ground. What a feeling -- he swooped in and out of the goal posts and then sped up and down the field. The Nimbus Two Thousand turned wherever he wanted at his lightest touch.

""Hey, Potter, come down!'

Oliver Wood had arrived. fie was carrying a large wooden crate under his arm. Harry landed next to him.","as seven oclock draw nearer , harry leave the castle and set off in the dusk toward the quidditch field . held never be inside the stadium before . hundred of seat be raise in stand around the field so that the spectator be high enough to see what be go on . at either end of the field be three golden pole with hoop on the end . they remind harry of the little plastic stick muggle child blow bubble through , except that they be fifty foot high . too eager to fly again to wait for wood , harry mount his broomstick and kick off from the ground . what a feeling he swoop in and out of the goal post and then speed up and down the field . the nimbus two thousand turn wherever he want at his light touch . hey , potter , come down ! oliver wood have arrive . fie be carry a large wooden crate under his arm . harry land next to he ."
CHAPTER TEN,7,"""Very nice,"" said Wood, his eyes glinting. ""I see what McGonagall meant... you really are a natural. I'm just going to teach you the rules this evening, then you'll be joining team practice three times a week.""

He opened the crate. Inside were four different-sized balls.

""Right,"" said Wood. ""Now, Quidditch is easy enough to understand, even if it's not too easy to play. There are seven players on each side. Three of them are called Chasers.""

""Three Chasers,"" Harry repeated, as Wood took out a bright red ball about the size of a soccer ball.

""This ball's called the Quaffle,"" said Wood. ""The Chasers throw the Quaffle to each other and try and get it through one of the hoops to score a goal. Ten points every time the Quaffle goes through one of the hoops. Follow me?""

""The Chasers throw the Quaffle and put it through the hoops to score,"" Harry recited. ""So -- that's sort of like basketball on broomsticks with six hoops, isn't it?""","very nice , say wood , his eye glint . I see what mcgonagall mean ... you really be a natural . I m just go to teach you the rule this evening , then you ll be join team practice three time a week . he open the crate . inside be four differentsize ball . right , say wood . now , quidditch be easy enough to understand , even if its not too easy to play . there be seven player on each side . three of they be call chaser . three chaser , harry repeat , as wood take out a bright red ball about the size of a soccer ball . this ball call the quaffle , say wood . the chaser throw the quaffle to each other and try and get it through one of the hoop to score a goal . ten point every time the quaffle go through one of the hoop . follow I ? the chaser throw the quaffle and put it through the hoop to score , harry recite . so that s sort of like basketball on broomstick with six hoop , be not it ?"
CHAPTER TEN,8,"""What's basketball?"" said Wood curiously. ""Never mind,"" said Harry quickly.

""Now, there's another player on each side who's called the Keeper -I'm Keeper for Gryffindor. I have to fly around our hoops and stop the other team from scoring.""

""Three Chasers, one Keeper,"" said Harry, who was determined to remember it all. ""And they play with the Quaffle. Okay, got that. So what are they for?"" He pointed at the three balls left inside the box.

""I'll show you now,"" said Wood. ""Take this.""

He handed Harry a small club, a bit like a short baseball bat.

""I'm going to show you what the Bludgers do,"" Wood said. ""These two are the Bludgers.""

He showed Harry two identical balls, jet black and slightly smaller than the red Quaffle. Harry noticed that they seemed to be straining to escape the straps holding them inside the box.

""Stand back,"" Wood warned Harry. He bent down and freed one of the Bludgers.","what s basketball ? say wood curiously . never mind , say harry quickly . now , there s another player on each side who s call the keeper I m keeper for gryffindor . I have to fly around our hoop and stop the other team from score . three chaser , one keeper , say harry , who be determined to remember it all . and they play with the quaffle . okay , get that . so what be they for ? he point at the three ball leave inside the box . ill show you now , say wood . take this . he hand harry a small club , a bit like a short baseball bat . I m go to show you what the bludger do , wood say . these two be the bludger . he show harry two identical ball , jet black and slightly small than the red quaffle . harry notice that they seem to be strain to escape the strap hold they inside the box . stand back , wood warn harry . he bend down and free one of the bludger ."
CHAPTER TEN,9,"At once, the black ball rose high in the air and then pelted straight at Harry's face. Harry swung at it with the bat to stop it from breaking his nose, and sent it zigzagging away into the air -- it zoomed around their heads and then shot at Wood, who dived on top of it and managed to pin it to the ground.

""See?"" Wood panted, forcing the struggling Bludger back into the crate and strapping it down safely. ""The Bludgers rocket around, trying to knock players off their brooms. That's why you have two Beaters on each team -- the Weasley twins are ours -- it's their job to protect their side from the Bludgers and try and knock them toward the other team. So -- think you've got all that?""

""Three Chasers try and score with the Quaffle; the Keeper guards the goal posts; the Beaters keep the Bludgers away from their team,"" Harry reeled off.

""Very good,"" said Wood.

""Er -- have the Bludgers ever killed anyone?"" Harry asked, hoping he sounded offhand.","at once , the black ball rise high in the air and then pelt straight at harry face . harry swing at it with the bat to stop it from break his nose , and send it zigzag away into the air it zoom around their head and then shoot at wood , who dive on top of it and manage to pin it to the ground . see ? wood pant , force the struggle bludger back into the crate and strap it down safely . the bludger rocket around , try to knock player off their broom . that s why you have two beater on each team the weasley twin be ours its their job to protect their side from the bludger and try and knock they toward the other team . so think you ve get all that ? three chaser try and score with the quaffle the keeper guard the goal post the beater keep the bludger away from their team , harry reel off . very good , say wood . er have the bludger ever kill anyone ? harry ask , hope he sound offhand ."
CHAPTER TEN,10,"""Never at Hogwarts. We've had a couple of broken jaws but nothing worse than that. Now, the last member of the team is the

Seeker. That's you. And you don't have to worry about the Quaffle or the Bludgers unless they crack my head open.""

""Don't worry, the Weasleys are more than a match for the Bludgers -- I mean, they're like a pair of human Bludgers themselves.""

Wood reached into the crate and took out the fourth and last ball. Compared with the Quaffle and the Bludgers, it was tiny, about the size of a large walnut. It was bright gold and had little fluttering silver wings.

""This,"" said Wood, ""is the Golden Snitch, and it's the most important ball of the lot. It's very hard to catch because it's so fast and difficult to see. It's the Seeker's job to catch it. You've got to weave in and out of the Chasers, Beaters, Bludgers, and Quaffle to get it before the other team's Seeker, because whichever Seeker catches the Snitch wins his team an extra hundred and fifty points, so they","never at hogwart . we ve have a couple of broken jaw but nothing bad than that . now , the last member of the team be the seeker . that s you . and you do not have to worry about the quaffle or the bludger unless they crack my head open . do not worry , the weasley be more than a match for the bludger I mean , they re like a pair of human bludger themselves . wood reach into the crate and take out the fourth and last ball . compare with the quaffle and the bludger , it be tiny , about the size of a large walnut . it be bright gold and have little flutter silver wing . this , say wood , be the golden snitch , and its the most important ball of the lot . its very hard to catch because its so fast and difficult to see . its the seeker job to catch it . you ve get to weave in and out of the chaser , beater , bludger , and quaffle to get it before the other team seeker , because whichever seeker catch the snitch win his team an extra hundred and fifty point , so they"
CHAPTER TEN,11,"nearly always win. That's why Seekers get fouled so much. A game of Quidditch only ends when the Snitch is caught, so it can go on for ages -- I think the record is three months, they had to keep bringing on substitutes so the players could get some sleep. ""Well, that's it -- any questions?""

Harry shook his head. He understood what he had to do all right, it was doing it that was going to be the problem.

""We won't practice with the Snitch yet,"" said Wood, carefully shutting it back inside the crate, ""it's too dark, we might lose it. Let's try you out with a few of these.""

He pulled a bag of ordinary golf balls out of his pocket and a few minutes later, he and Harry were up in the air, Wood throwing the golf balls as hard as he could in every direction for Harry to catch.

Harry didn't miss a single one, and Wood was delighted. After half an hour, night had really fallen and they couldn't carry on.","nearly always win . that s why seeker get fouled so much . a game of quidditch only end when the snitch be catch , so it can go on for age I think the record be three month , they have to keep bring on substitute so the player could get some sleep . well , that s it any question ? harry shake his head . he understand what he have to do all right , it be do it that be go to be the problem . we will not practice with the snitch yet , say wood , carefully shut it back inside the crate , its too dark , we might lose it . let try you out with a few of these . he pull a bag of ordinary golf ball out of his pocket and a few minute later , he and harry be up in the air , wood throw the golf ball as hard as he could in every direction for harry to catch . harry do not miss a single one , and wood be delighted . after half an hour , night have really fall and they could not carry on ."
CHAPTER TEN,12,"""That Quidditch cup'll have our name on it this year,"" said Wood happily as they trudged back up to the castle. ""I wouldn't be surprised if you turn out better than Charlie Weasley, and he could have played for England if he hadn't gone off chasing dragons.""

Perhaps it was because he was now so busy, what with Quidditch practice three evenings a week on top of all his homework, but Harry could hardly believe it when he realized that he'd already been at Hogwarts two months. The castle felt more like home than Privet Drive ever had. His lessons, too, were becoming more and more interesting now that they had mastered the basics.","that quidditch cupll have our name on it this year , say wood happily as they trudge back up to the castle . I would not be surprised if you turn out well than charlie weasley , and he could have play for england if he have not go off chase dragon . perhaps it be because he be now so busy , what with quidditch practice three evening a week on top of all his homework , but harry could hardly believe it when he realize that he d already be at hogwart two month . the castle feel more like home than privet drive ever have . his lesson , too , be become more and more interesting now that they have master the basic ."
CHAPTER TEN,13,"On Halloween morning they woke to the delicious smell of baking pumpkin wafting through the corridors. Even better, Professor Flitwick announced in Charms that he thought they were ready to start making objects fly, something they had all been dying to try since they'd seen him make Neville's toad zoom around the classroom. Professor Flitwick put the class into pairs to practice. Harry's partner was Seamus Finnigan (which was a relief, because Neville had been trying to catch his eye). Ron, however, was to be working with Hermione Granger. It was hard to tell whether Ron or Hermione was angrier about this. She hadn't spoken to either of them since the day Harry's broomstick had arrived.","on halloween morning they wake to the delicious smell of bake pumpkin waft through the corridor . even well , professor flitwick announce in charm that he think they be ready to start make object fly , something they have all be die to try since they d see he make neville toad zoom around the classroom . professor flitwick put the class into pair to practice . harrys partner be seamus finnigan which be a relief , because neville have be try to catch his eye . ron , however , be to be work with hermione granger . it be hard to tell whether ron or hermione be angry about this . she have not speak to either of they since the day harrys broomstick have arrive ."
CHAPTER TEN,14,"""Now, don't forget that nice wrist movement we've been practicing!"" squeaked Professor Flitwick, perched on top of his pile of books as usual. ""Swish and flick, remember, swish and flick. And saying the magic words properly is very important, too -- never forget Wizard Baruffio, who said 's' instead of 'f' and found himself on the floor with a buffalo on his chest.""

It was very difficult. Harry and Seamus swished and flicked, but the feather they were supposed to be sending skyward just lay on the desktop. Seamus got so impatient that he prodded it with his wand and set fire to it -- Harry had to put it out with his hat.

Ron, at the next table, wasn't having much more luck.

""Wingardium Leviosa!"" he shouted, waving his long arms like a windmill.

""You're saying it wrong,"" Harry heard Hermione snap. ""It's Wing-gar-dium Levi-o-sa, make the 'gar' nice and long.""


""You do it, then, if you're so clever,"" Ron snarled.","now , do not forget that nice wrist movement we ve be practice ! squeak professor flitwick , perch on top of his pile of book as usual . swish and flick , remember , swish and flick . and say the magic word properly be very important , too never forget wizard baruffio , who say s instead of f and find himself on the floor with a buffalo on his chest . it be very difficult . harry and seamus swish and flick , but the feather they be suppose to be send skyward just lay on the desktop . seamus get so impatient that he prod it with his wand and set fire to it harry have to put it out with his hat . ron , at the next table , be not have much more luck . wingardium leviosa ! he shout , wave his long arm like a windmill . you re say it wrong , harry hear hermione snap . its winggardium leviosa , make the gar nice and long . you do it , then , if you re so clever , ron snarl ."
CHAPTER TEN,15,"Hermione rolled up the sleeves of her gown, flicked her wand, and said, ""Wingardium Leviosa!""

Their feather rose off the desk and hovered about four feet above their heads.

""Oh, well done!"" cried Professor Flitwick, clapping. ""Everyone see here, Miss Granger's done it!""

Ron was in a very bad mood by the end of the class. ""It's no wonder no one can stand her,"" he said to Harry as they pushed their way into the crowded corridor, ""she's a nightmare, honestly. ""

Someone knocked into Harry as they hurried past him. It was Hermione. Harry caught a glimpse of her face -- and was startled to see that she was in tears.

""I think she heard you.""

""So?"" said Ron, but he looked a bit uncomfortable. ""She must've noticed she's got no friends.""","hermione roll up the sleeve of her gown , flick her wand , and say , wingardium leviosa ! their feather rise off the desk and hover about four foot above their head . oh , well do ! cry professor flitwick , clapping . everyone see here , miss granger do it ! ron be in a very bad mood by the end of the class . its no wonder no one can stand she , he say to harry as they push their way into the crowded corridor , she s a nightmare , honestly . someone knock into harry as they hurry past he . it be hermione . harry catch a glimpse of her face and be startled to see that she be in tear . I think she hear you . so ? say ron , but he look a bit uncomfortable . she must ve notice she s get no friend ."
CHAPTER TEN,16,"Hermione didn't turn up for the next class and wasn't seen all afternoon. On their way down to the Great Hall for the Halloween feast, Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls' bathroom and wanted to be left alone. Ron looked still more awkward at this, but a moment later they had entered the Great Hall, where the Halloween decorations put Hermione out of their minds.

A thousand live bats fluttered from the walls and ceiling while a thousand more swooped over the tables in low black clouds, making the candles in the pumpkins stutter. The feast appeared suddenly on the golden plates, as it had at the start-of-term banquet.

Harry was just helping himself to a baked potato when Professor Quirrell came sprinting into the hall, his turban askew and terror on his face. Everyone stared as he reached Professor Dumbledore's chair, slumped against the table, and gasped, ""Troll -- in the dungeons -- thought you ought to know.""","hermione do not turn up for the next class and be not see all afternoon . on their way down to the great hall for the halloween feast , harry and ron overheard parvati patil tell her friend lavender that hermione be cry in the girl bathroom and want to be leave alone . ron look still more awkward at this , but a moment later they have enter the great hall , where the halloween decoration put hermione out of their mind . a thousand live bat flutter from the wall and ceiling while a thousand more swooped over the table in low black cloud , make the candle in the pumpkin stutter . the feast appear suddenly on the golden plate , as it have at the startofterm banquet . harry be just help himself to a bake potato when professor quirrell come sprint into the hall , his turban askew and terror on his face . everyone stare as he reach professor dumbledore chair , slump against the table , and gasp , troll in the dungeon think you ought to know ."
CHAPTER TEN,17,"He then sank to the floor in a dead faint.

There was an uproar. It took several purple firecrackers exploding from the end of Professor Dumbledore's wand to bring silence.

""Prefects,"" he rumbled, ""lead your Houses back to the dormitories immediately!""

Percy was in his element.

""Follow me! Stick together, first years! No need to fear the troll if you follow my orders! Stay close behind me, now. Make way, first years coming through! Excuse me, I'm a prefect!""

""How could a troll get in?"" Harry asked as they climbed the stairs.

""Don't ask me, they're supposed to be really stupid,"" said Ron. ""Maybe Peeves let it in for a Halloween joke.""

They passed different groups of people hurrying in different directions. As they jostled their way through a crowd of confused Hufflepuffs, Harry suddenly grabbed Ron's arm.

""I've just thought -- Hermione.""

""What about her?""

""She doesn't know about the troll.""

Ron bit his lip.

""Oh, all right,"" he snapped. ""But Percy'd better not see us.""","he then sink to the floor in a dead faint . there be an uproar . it take several purple firecracker explode from the end of professor dumbledore wand to bring silence . prefect , he rumble , lead your house back to the dormitory immediately ! percy be in his element . follow I ! stick together , first year ! no need to fear the troll if you follow my order ! stay close behind I , now . make way , first year come through ! excuse I , I m a prefect ! how could a troll get in ? harry ask as they climb the stair . do not ask I , they re suppose to be really stupid , say ron . maybe peeve let it in for a halloween joke . they pass different group of people hurry in different direction . as they jostle their way through a crowd of confused hufflepuff , harry suddenly grab ron arm . I ve just think hermione . what about she ? she do not know about the troll . ron bite his lip . oh , all right , he snap . but percyd well not see we ."
CHAPTER TEN,18,"Ducking down, they joined the Hufflepuffs going the other way, slipped down a deserted side corridor, and hurried off toward the girls' bathroom. They had just turned the corner when they heard quick footsteps behind them.

""Percy!"" hissed Ron, pulling Harry behind a large stone griffin.

Peering around it, however, they saw not Percy but Snape. He crossed the corridor and disappeared from view.

""What's he doing?"" Harry whispered. ""Why isn't he down in the dungeons with the rest of the teachers?""

""Search me.""

Quietly as possible, they crept along the next corridor after Snape's fading footsteps.

""He's heading for the third floor,"" Harry said, but Ron held up his hand.

""Can you smell something?""

Harry sniffed and a foul stench reached his nostrils, a mixture of old socks and the kind of public toilet no one seems to clean.","duck down , they join the hufflepuff go the other way , slip down a deserted side corridor , and hurry off toward the girl bathroom . they have just turn the corner when they hear quick footstep behind they . percy ! hiss ron , pull harry behind a large stone griffin . peer around it , however , they see not percy but snape . he cross the corridor and disappear from view . what s he do ? harry whisper . why be not he down in the dungeon with the rest of the teacher ? search I . quietly as possible , they creep along the next corridor after snape fade footstep . he s head for the third floor , harry say , but ron hold up his hand . can you smell something ? harry sniffed and a foul stench reach his nostril , a mixture of old sock and the kind of public toilet no one seem to clean ."
CHAPTER TEN,19,"And then they heard it -- a low grunting, and the shuffling footfalls of gigantic feet. Ron pointed -- at the end of a passage to the left, something huge was moving toward them. They shrank into the shadows and watched as it emerged into a patch of moonlight.

It was a horrible sight. Twelve feet tall, its skin was a dull, granite gray, its great lumpy body like a boulder with its small bald head perched on top like a coconut. It had short legs thick as tree trunks with flat, horny feet. The smell coming from it was incredible. It was holding a huge wooden club, which dragged along the floor because its arms were so long.

The troll stopped next to a doorway and peered inside. It waggled its long ears, making up its tiny mind, then slouched slowly into the room.

""The keys in the lock,"" Harry muttered. ""We could lock it in.""

""Good idea,"" said Ron nervously.","and then they hear it a low grunting , and the shuffling footfall of gigantic foot . ron point at the end of a passage to the left , something huge be move toward they . they shrink into the shadow and watch as it emerge into a patch of moonlight . it be a horrible sight . twelve foot tall , its skin be a dull , granite gray , its great lumpy body like a boulder with its small bald head perch on top like a coconut . it have short leg thick as tree trunk with flat , horny foot . the smell come from it be incredible . it be hold a huge wooden club , which drag along the floor because its arm be so long . the troll stop next to a doorway and peer inside . it waggle its long ear , make up its tiny mind , then slouch slowly into the room . the key in the lock , harry mutter . we could lock it in . good idea , say ron nervously ."
CHAPTER TEN,20,"They edged toward the open door, mouths dry, praying the troll wasn't about to come out of it. With one great leap, Harry managed to grab the key, slam the door, and lock it.

'Yes!""

Flushed with their victory, they started to run back up the passage, but as they reached the corner they heard something that made their hearts stop -- a high, petrified scream -- and it was coming from the chamber they'd just chained up.

""Oh, no,"" said Ron, pale as the Bloody Baron.

""It's the girls' bathroom!"" Harry gasped.

""Hermione!"" they said together.

It was the last thing they wanted to do, but what choice did they have? Wheeling around, they sprinted back to the door and turned the key, fumbling in their panic. Harry pulled the door open and they ran inside.

Hermione Granger was shrinking against the wall opposite, looking as if she was about to faint. The troll was advancing on her, knocking the sinks off the walls as it went.","they edge toward the open door , mouth dry , pray the troll be not about to come out of it . with one great leap , harry manage to grab the key , slam the door , and lock it . yes ! flush with their victory , they start to run back up the passage , but as they reach the corner they hear something that make their heart stop a high , petrified scream and it be come from the chamber they d just chain up . oh , no , say ron , pale as the bloody baron . its the girl bathroom ! harry gasped . hermione ! they say together . it be the last thing they want to do , but what choice do they have ? wheel around , they sprint back to the door and turn the key , fumble in their panic . harry pull the door open and they run inside . hermione granger be shrink against the wall opposite , look as if she be about to faint . the troll be advance on she , knock the sink off the wall as it go ."
CHAPTER TEN,21,"""Confuse it!"" Harry said desperately to Ron, and, seizing a tap, he threw it as hard as he could against the wall.

The troll stopped a few feet from Hermione. It lumbered around, blinking stupidly, to see what had made the noise. Its mean little eyes saw Harry. It hesitated, then made for him instead, lifting its club as it went.

""Oy, pea-brain!"" yelled Ron from the other side of the chamber, and he threw a metal pipe at it. The troll didn't even seem to notice the pipe hitting its shoulder, but it heard the yell and paused again, turning its ugly snout toward Ron instead, giving Harry time to run around it.

""Come on, run, run!"" Harry yelled at Hermione, trying to pull her toward the door, but she couldn't move, she was still flat against the wall, her mouth open with terror.

The shouting and the echoes seemed to be driving the troll berserk. It roared again and started toward Ron, who was nearest and had no way to escape.","confuse it ! harry say desperately to ron , and , seize a tap , he throw it as hard as he could against the wall . the troll stop a few foot from hermione . it lumber around , blink stupidly , to see what have make the noise . its mean little eye see harry . it hesitate , then make for he instead , lift its club as it go . oy , peabrain ! yell ron from the other side of the chamber , and he throw a metal pipe at it . the troll do not even seem to notice the pipe hit its shoulder , but it hear the yell and pause again , turn its ugly snout toward ron instead , give harry time to run around it . come on , run , run ! harry yell at hermione , try to pull she toward the door , but she could not move , she be still flat against the wall , her mouth open with terror . the shouting and the echo seem to be drive the troll berserk . it roar again and start toward ron , who be near and have no way to escape ."
CHAPTER TEN,22,"Harry then did something that was both very brave and very stupid: He took a great running jump and managed to fasten his arms around the troll's neck from behind. The troll couldn't feel Harry hanging there, but even a troll will notice if you stick a long bit of wood up its nose, and Harry's wand had still been in his hand when he'd jumped -- it had gone straight up one of the troll's nostrils.

Howling with pain, the troll twisted and flailed its club, with Harry clinging on for dear life; any second, the troll was going to rip him off or catch him a terrible blow with the club.

Hermione had sunk to the floor in fright; Ron pulled out his own wand -- not knowing what he was going to do he heard himself cry the first spell that came into his head: ""Wingardium Leviosa!""","harry then do something that be both very brave and very stupid he take a great run jump and manage to fasten his arm around the trolls neck from behind . the troll could not feel harry hang there , but even a troll will notice if you stick a long bit of wood up its nose , and harrys wand have still be in his hand when he d jump it have go straight up one of the trolls nostrils . howl with pain , the troll twist and flail its club , with harry cling on for dear life any second , the troll be go to rip he off or catch he a terrible blow with the club . hermione have sink to the floor in fright ron pull out his own wand not know what he be go to do he hear himself cry the first spell that come into his head wingardium leviosa !"
CHAPTER TEN,23,"The club flew suddenly out of the troll's hand, rose high, high up into the air, turned slowly over -- and dropped, with a sickening crack, onto its owner's head. The troll swayed on the spot and then fell flat on its face, with a thud that made the whole room tremble.

Harry got to his feet. He was shaking and out of breath. Ron was standing there with his wand still raised, staring at what he had done.

It was Hermione who spoke first.

""Is it -- dead?""

I don't think so,"" said Harry, I think it's just been knocked out.""

He bent down and pulled his wand out of the troll's nose. It was covered in what looked like lumpy gray glue.

""Urgh -- troll boogers.""

He wiped it on the troll's trousers.","the club fly suddenly out of the trolls hand , rise high , high up into the air , turn slowly over and drop , with a sicken crack , onto its owner head . the troll sway on the spot and then fall flat on its face , with a thud that make the whole room tremble . harry get to his foot . he be shake and out of breath . ron be stand there with his wand still raise , stare at what he have do . it be hermione who speak first . be it dead ? I do not think so , say harry , I think its just be knock out . he bend down and pull his wand out of the trolls nose . it be cover in what look like lumpy gray glue . urgh troll booger . he wipe it on the troll trouser ."
CHAPTER TEN,24,"A sudden slamming and loud footsteps made the three of them look up. They hadn't realized what a racket they had been making, but of course, someone downstairs must have heard the crashes and the troll's roars. A moment later, Professor McGonagall had come bursting into the room, closely followed by Snape, with Quirrell bringing up the rear. Quirrell took one look at the troll, let out a faint whimper, and sat quickly down on a toilet, clutching his heart.

Snape bent over the troll. Professor McGonagall was looking at Ron and Harry. Harry had never seen her look so angry. Her lips were white. Hopes of winning fifty points for Gryffindor faded quickly from Harry's mind.

""What on earth were you thinking of?"" said Professor McGonagall, with cold fury in her voice. Harry looked at Ron, who was still standing with his wand in the air. ""You're lucky you weren't killed. Why aren't you in your dormitory?""","a sudden slamming and loud footstep make the three of they look up . they have not realize what a racket they have be make , but of course , someone downstairs must have hear the crash and the trolls roar . a moment later , professor mcgonagall have come burst into the room , closely follow by snape , with quirrell bring up the rear . quirrell take one look at the troll , let out a faint whimper , and sit quickly down on a toilet , clutch his heart . snape bend over the troll . professor mcgonagall be look at ron and harry . harry have never see she look so angry . her lip be white . hope of win fifty point for gryffindor fade quickly from harry mind . what on earth be you think of ? say professor mcgonagall , with cold fury in her voice . harry look at ron , who be still stand with his wand in the air . you re lucky you be not kill . why be not you in your dormitory ?"
CHAPTER TEN,25,"Snape gave Harry a swift, piercing look. Harry looked at the floor. He wished Ron would put his wand down.

Then a small voice came out of the shadows.

""Please, Professor McGonagall -- they were looking for me.""

""Miss Granger!""

Hermione had managed to get to her feet at last.

I went looking for the troll because I -- I thought I could deal with it on my own -- you know, because I've read all about them.""

Ron dropped his wand. Hermione Granger, telling a downright lie to a teacher? ""If they hadn't found me, I'd be dead now. Harry stuck his wand up its nose and Ron knocked it out with its own club. They didn't have time to come and fetch anyone. It was about to finish me off when they arrived.""

Harry and Ron tried to look as though this story wasn't new to them.

""Well -- in that case..."" said Professor McGonagall, staring at the three of them, ""Miss Granger, you foolish girl, how could you think of tackling a mountain troll on your own?""","snape give harry a swift , pierce look . harry look at the floor . he wish ron would put his wand down . then a small voice come out of the shadow . please , professor mcgonagall they be look for I . miss granger ! hermione have manage to get to her foot at last . I went look for the troll because I I think I could deal with it on my own you know , because I ve read all about they . ron drop his wand . hermione granger , tell a downright lie to a teacher ? if they have not find I , i d be dead now . harry stick his wand up its nose and ron knock it out with its own club . they do not have time to come and fetch anyone . it be about to finish I off when they arrive . harry and ron try to look as though this story be not new to they . well in that case ... say professor mcgonagall , stare at the three of they , miss granger , you foolish girl , how could you think of tackle a mountain troll on your own ?"
CHAPTER TEN,26,"Hermione hung her head. Harry was speechless. Hermione was the last person to do anything against the rules, and here she was, pretending she had, to get them out of trouble. It was as if Snape had started handing out sweets.

""Miss Granger, five points will be taken from Gryffindor for this,"" said Professor McGonagall. ""I'm very disappointed in you. If you're not hurt at all, you'd better get off to Gryffindor tower. Students are finishing the feast in their houses.""

Hermione left.

Professor McGonagall turned to Harry and Ron.

""Well, I still say you were lucky, but not many first years could have taken on a full-grown mountain troll. You each win Gryffindor five points. Professor Dumbledore will be informed of this. You may go.""

They hurried out of the chamber and didn't speak at all until they had climbed two floors up. It was a relief to be away from the smell of the troll, quite apart from anything else.

""We should have gotten more than ten points,"" Ron grumbled.","hermione hang her head . harry be speechless . hermione be the last person to do anything against the rule , and here she be , pretend she have , to get they out of trouble . it be as if snape have start hand out sweet . miss granger , five point will be take from gryffindor for this , say professor mcgonagall . I m very disappointed in you . if you re not hurt at all , you d well get off to gryffindor tower . student be finish the feast in their house . hermione leave . professor mcgonagall turn to harry and ron . well , I still say you be lucky , but not many first year could have take on a fullgrown mountain troll . you each win gryffindor five point . professor dumbledore will be inform of this . you may go . they hurry out of the chamber and do not speak at all until they have climb two floor up . it be a relief to be away from the smell of the troll , quite apart from anything else . we should have get more than ten point , ron grumble ."
CHAPTER TEN,27,"""Five, you mean, once she's taken off Hermione's.""

""Good of her to get us out of trouble like that,"" Ron admitted. ""Mind you, we did save her.""

""She might not have needed saving if we hadn't locked the thing in with her,"" Harry reminded him.

They had reached the portrait of the Fat Lady.

""Pig snout,"" they said and entered.

The common room was packed and noisy. Everyone was eating the food that had been sent up. Hermione, however, stood alone by the door, waiting for them. There was a very embarrassed pause. Then, none of them looking at each other, they all said ""Thanks,"" and hurried off to get plates.

But from that moment on, Hermione Granger became their friend. There are some things you can't share without ending up liking each other, and knocking out a twelve-foot mountain troll is one of them.","five , you mean , once she s take off hermione . good of she to get we out of trouble like that , ron admit . mind you , we do save she . she might not have need save if we have not lock the thing in with she , harry remind he . they have reach the portrait of the fat lady . pig snout , they say and enter . the common room be pack and noisy . everyone be eat the food that have be send up . hermione , however , stand alone by the door , wait for they . there be a very embarrassed pause . then , none of they look at each other , they all say thank , and hurry off to get plate . but from that moment on , hermione granger become their friend . there be some thing you can not share without end up like each other , and knock out a twelvefoot mountain troll be one of they ."
CHAPTER ELEVEN,0,"As they entered November, the weather turned very cold. The mountains around the school became icy gray and the lake like chilled steel. Every morning the ground was covered in frost. Hagrid could be seen from the upstairs windows defrosting broomsticks on the Quidditch field, bundled up in a long moleskin overcoat, rabbit fur gloves, and enormous beaverskin boots.

The Quidditch season had begun. On Saturday, Harry would be playing in his first match after weeks of training: Gryffindor versus Slytherin. If Gryffindor won, they would move up into second place in the house championship.

Hardly anyone had seen Harry play because Wood had decided that, as their secret weapon, Harry should be kept, well, secret. But the news that he was playing Seeker had leaked out somehow, and Harry didn't know which was worse -- people telling him he'd be brilliant or people telling him they'd be running around underneath him holding a mattress.","as they enter november , the weather turn very cold . the mountain around the school become icy gray and the lake like chill steel . every morning the ground be cover in frost . hagrid could be see from the upstairs window defrost broomstick on the quidditch field , bundle up in a long moleskin overcoat , rabbit fur glove , and enormous beaverskin boot . the quidditch season have begin . on saturday , harry would be play in his first match after week of training gryffindor versus slytherin . if gryffindor win , they would move up into second place in the house championship . hardly anyone have see harry play because wood have decide that , as their secret weapon , harry should be keep , well , secret . but the news that he be play seeker have leak out somehow , and harry do not know which be bad people tell he he d be brilliant or people tell he they d be run around underneath he hold a mattress ."
